date,time,group,% change
2026-09-04,15:29,20MICRONS,8.9409
2026-09-04,15:29,360ONE,3.148
2026-09-04,15:29,3BBLACKBIO,14.2399
2026-09-04,15:29,63MOONS,23.747
2026-09-04,15:29,AARTIDRUGS,6.712
2026-09-04,15:29,AARTIIND,2.9824
2026-09-04,15:29,AARTIPHARM,27.4562
2026-09-04,15:29,ABB,0.4678
2026-09-04,15:29,ABCAPITAL,2.8056
2026-09-04,15:29,ABDL,-1.7398
2026-09-04,15:29,ABREL,-0.0437
2026-09-04,15:29,ABSLAMC,4.4543
2026-09-04,15:29,ACE,8.274
2026-09-04,15:29,ACMESOLAR,14.2545
2026-09-04,15:29,ADOR,12.0825
2026-09-04,15:29,ADVANCE,6.8614
2026-09-04,15:29,AEQUS,5.6493
2026-09-04,15:29,AEROENTER,11.3983
2026-09-04,15:29,AEROFLEX,27.7058
2026-09-04,15:29,AETHER,13.8774
2026-09-04,15:29,AFCONS,2.3955
2026-09-04,15:29,AFFLE,11.8453
2026-09-04,15:29,AFSL,0.5323
2026-09-04,15:29,AGARWALEYE,7.3502
2026-09-04,15:29,AGI,9.274
2026-09-04,15:29,AJANTPHARM,2.8283
2026-09-04,15:29,AJAXENGG,2.6163
2026-09-04,15:29,AKCAPIT,-1.2845
2026-09-04,15:29,AKUMS,11.4142
2026-09-04,15:29,ALEMBICLTD,26.6887
2026-09-04,15:29,ALICON,7.5195
2026-09-04,15:29,ALIVUS,24.0737
2026-09-04,15:29,ALKYLAMINE,12.931
2026-09-04,15:29,AMANTA,19.0368
2026-09-04,15:29,AMBER,2.9264
2026-09-04,15:29,AMRUTANJAN,-0.6974
2026-09-04,15:29,ANANDRATHI,8.5108
2026-09-04,15:29,ANANTRAJ,6.632
2026-09-04,15:29,ANDHRAPAP,5.0872
2026-09-04,15:29,ANDHRSUGAR,15.267
2026-09-04,15:29,ANTELOPUS,7.0099
2026-09-04,15:29,ANTHEM,21.3209
2026-09-04,15:29,ANUHPHR,2.5673
2026-09-04,15:29,ANURAS,-0.8723
2026-09-04,15:29,APARINDS,25.4302
2026-09-04,15:29,APCOTEXIND,13.2698
2026-09-04,15:29,APEX,-1.5354
2026-09-04,15:29,APLAPOLLO,23.4365
2026-09-04,15:29,APLLTD,1.329
2026-09-04,15:29,APOLLO,-1.3695
2026-09-04,15:29,APOLLOPIPE,23.4142
2026-09-04,15:29,APOLLOTYRE,2.3591
2026-09-04,15:29,ARE&M,-0.9967
2026-09-04,15:29,ARIES,46.6354
2026-09-04,15:29,ARIS,4.4694
2026-09-04,15:29,ARMANFIN,7.9278
2026-09-04,15:29,ARROWGREEN,14.8399
2026-09-04,15:29,ARSSBL,1.3479
2026-09-04,15:29,ARTEMISMED,20.689
2026-09-04,15:29,ARVIND,4.8843
2026-09-04,15:29,ARVSMART,5.5355
2026-09-04,15:29,ASAHIINDIA,7.61
2026-09-04,15:29,ASHOKLEY,11.8687
2026-09-04,15:29,ASIANENE,45.4737
2026-09-04,15:29,ASIANHOTNR,25.4688
2026-09-04,15:29,ASKAUTOLTD,21.5099
2026-09-04,15:29,ASTERDM,0.0127
2026-09-04,15:29,ASTRAL,1.6893
2026-09-04,15:29,ATHERENERG,31.0499
2026-09-04,15:29,ATL,10.9601
2026-09-04,15:29,ATLANTAELE,18.3608
2026-09-04,15:29,ATUL,-0.3355
2026-09-04,15:29,AUBANK,6.0757
2026-09-04,15:29,AUROPHARMA,7.9047
2026-09-04,15:29,AURUM,1.7672
2026-09-04,15:29,AVADHSUGAR,54.0878
2026-09-04,15:29,AVALON,26.1326
2026-09-04,15:29,AVTNPL,29.9914
2026-09-04,15:29,AWL,-0.4624
2026-09-04,15:29,AXISBANK,3.7236
2026-09-04,15:29,AXISCADES,6.4428
2026-09-04,15:29,AYE,7.4289
2026-09-04,15:29,AYMSYNTEX,32.5003
2026-09-04,15:29,AZAD,13.8704
2026-09-04,15:29,BAFNAPH,24.2284
2026-09-04,15:29,BAJAJ-AUTO,7.0889
2026-09-04,15:29,BAJAJELEC,0.6841
2026-09-04,15:29,BAJAJFINSV,4.9715
2026-09-04,15:29,BAJAJHCARE,-0.5876
2026-09-04,15:29,BAJAJHFL,-1.3184
2026-09-04,15:29,BAJAJHIND,26.4315
2026-09-04,15:29,BAJAJHLDNG,4.5229
2026-09-04,15:29,BAJEL,2.7501
2026-09-04,15:29,BAJFINANCE,4.7097
2026-09-04,15:29,BALAJITELE,10.8639
2026-09-04,15:29,BALAMINES,16.1278
2026-09-04,15:29,BALKRISIND,13.4641
2026-09-04,15:29,BALMLAWRIE,1.9358
2026-09-04,15:29,BALRAMCHIN,13.1853
2026-09-04,15:29,BALUFORGE,32.4031
2026-09-04,15:29,BANARISUG,8.6099
2026-09-04,15:29,BANCOINDIA,2.4735
2026-09-04,15:29,BANDHANBNK,-0.5906
2026-09-04,15:29,BANKINDIA,1.6688
2026-09-04,15:29,BASF,5.3049
2026-09-04,15:29,BBTC,2.6471
2026-09-04,15:29,BCLIND,2.4622
2026-09-04,15:29,BDL,0.9654
2026-09-04,15:29,BECTORFOOD,9.3549
2026-09-04,15:29,BEEKAY,4.2458
2026-09-04,15:29,BEL,0.0864
2026-09-04,15:29,BELRISE,3.7676
2026-09-04,15:29,BEML,20.1144
2026-09-04,15:29,BENGALASM,2.1042
2026-09-04,15:29,BEPL,4.6712
2026-09-04,15:29,BFINVEST,2.0215
2026-09-04,15:29,BHAGCHEM,0.4365
2026-09-04,15:29,BHAGERIA,33.0466
2026-09-04,15:29,BHEL,3.307
2026-09-04,15:29,BIL,24.38
2026-09-04,15:29,BIRLACABLE,90.8418
2026-09-04,15:29,BIRLANU,7.1085
2026-09-04,15:29,BLACKBUCK,8.6678
2026-09-04,15:29,BLACKROSE,17.7537
2026-09-04,15:29,BLIL,3.7922
2026-09-04,15:29,BLISSGVS,44.4253
2026-09-04,15:29,BLKASHYAP,8.761
2026-09-04,15:29,BLS,2.2217
2026-09-04,15:29,BLSE,13.3643
2026-09-04,15:29,BLUEDART,1.6329
2026-09-04,15:29,BLUEJET,0.5115
2026-09-04,15:29,BLUESTONE,9.108
2026-09-04,15:29,BLUSPRING,28.1682
2026-09-04,15:29,BODALCHEM,128.7857
2026-09-04,15:29,BOROLTD,11.4573
2026-09-04,15:29,BOSCH-HCIL,36.4646
2026-09-04,15:29,BOSCHLTD,12.1303
2026-09-04,15:29,BPCL,1.7895
2026-09-04,15:29,BRIGADE,32.4769
2026-09-04,15:29,BRIGHOTEL,-1.6124
2026-09-04,15:29,BSHSL,5.1494
